Row (Condensed DOF),Column (Condensed DOF),K Value
16,16,6.613186500000e+06
16,20,4.421250000000e+07
16,22,2.219969250000e+06
17,7,4.421250000000e+07
17,11,-7.440379500000e+05
17,13,0.000000000000e+00
17,17,1.254120090000e+07
17,19,-4.421250000000e+07
17,23,-7.440379500000e+05
18,12,-2.200800000000e+09
18,18,4.401600000000e+09
18,24,-2.200800000000e+09
19,13,-7.074000000000e+08
19,17,-4.421250000000e+07
19,19,1.414800000000e+09
19,23,0.000000000000e+00
19,25,-7.074000000000e+08
19,29,4.421250000000e+07
20,14,-7.074000000000e+08
20,16,4.421250000000e+07
20,20,1.414800000000e+09
20,22,0.000000000000e+00
20,26,-7.074000000000e+08
20,28,-4.421250000000e+07
21,15,-1.689161040000e+04
21,21,3.378322080000e+04
21,27,-1.689161040000e+04
22,14,-4.421250000000e+07
22,16,2.219969250000e+06
22,20,0.000000000000e+00
22,22,6.613186500000e+06
22,26,4.421250000000e+07
22,28,2.219969250000e+06
23,13,4.421250000000e+07
23,17,-7.440379500000e+05
23,19,0.000000000000e+00
23,23,1.254120090000e+07
23,25,-4.421250000000e+07
23,29,-7.440379500000e+05
24,18,-2.200800000000e+09
24,24,4.401600000000e+09
24,30,-2.200800000000e+09
25,19,-7.074000000000e+08
25,23,-4.421250000000e+07
25,25,1.414800000000e+09
25,29,0.000000000000e+00
25,31,-7.074000000000e+08
25,35,4.421250000000e+07
26,20,-7.074000000000e+08
26,22,4.421250000000e+07
26,26,1.414800000000e+09
26,28,0.000000000000e+00
26,32,-7.074000000000e+08
26,34,-4.421250000000e+07
27,21,-1.689161040000e+04
27,27,3.378322080000e+04
27,33,-1.689161040000e+04
28,20,-4.421250000000e+07
28,22,2.219969250000e+06
28,26,0.000000000000e+00
28,28,6.613186500000e+06
28,32,4.421250000000e+07
28,34,2.219969250000e+06
29,19,4.421250000000e+07
29,23,-7.440379500000e+05
29,25,0.000000000000e+00
29,29,1.254120090000e+07
29,31,-4.421250000000e+07
29,35,-7.440379500000e+05
30,24,-2.200800000000e+09
30,30,4.401600000000e+09
30,36,-2.200800000000e+09
31,25,-7.074000000000e+08
31,29,-4.421250000000e+07
31,31,1.414800000000e+09
31,35,0.000000000000e+00
31,37,-7.074000000000e+08
31,41,4.421250000000e+07
32,26,-7.074000000000e+08
32,28,4.421250000000e+07
32,32,1.414800000000e+09
32,34,0.000000000000e+00
32,38,-7.074000000000e+08
32,40,-4.421250000000e+07
33,27,-1.689161040000e+04
33,33,3.378322080000e+04
33,39,-1.689161040000e+04
34,26,-4.421250000000e+07
34,28,2.219969250000e+06
34,32,0.000000000000e+00
34,34,6.613186500000e+06
34,38,4.421250000000e+07
34,40,2.219969250000e+06
35,25,4.421250000000e+07
35,29,-7.440379500000e+05
35,31,0.000000000000e+00
35,35,1.254120090000e+07
35,37,-4.421250000000e+07
35,41,-7.440379500000e+05
36,30,-2.200800000000e+09
36,36,4.401600000000e+09
36,42,-2.200800000000e+09
37,31,-7.074000000000e+08
37,35,-4.421250000000e+07
37,37,1.414800000000e+09
37,41,0.000000000000e+00
37,43,-7.074000000000e+08
37,47,4.421250000000e+07
38,32,-7.074000000000e+08
38,34,4.421250000000e+07
38,38,1.414800000000e+09
38,40,0.000000000000e+00
38,44,-7.074000000000e+08
38,46,-4.421250000000e+07
39,33,-1.689161040000e+04
39,39,3.378322080000e+04
39,45,-1.689161040000e+04
40,32,-4.421250000000e+07
40,34,2.219969250000e+06
40,38,0.000000000000e+00
40,40,6.613186500000e+06
40,44,4.421250000000e+07
40,46,2.219969250000e+06
41,31,4.421250000000e+07
41,35,-7.440379500000e+05
41,37,0.000000000000e+00
41,41,1.254120090000e+07
41,43,-4.421250000000e+07
41,47,-7.440379500000e+05
42,36,-2.200800000000e+09
42,42,4.401600000000e+09
42,48,-2.200800000000e+09
43,37,-7.074000000000e+08
43,41,-4.421250000000e+07
43,43,1.414800000000e+09
43,47,0.000000000000e+00
43,49,-7.074000000000e+08
43,53,4.421250000000e+07
44,38,-7.074000000000e+08
44,40,4.421250000000e+07
44,44,1.414800000000e+09
44,46,0.000000000000e+00
44,50,-7.074000000000e+08
44,52,-4.421250000000e+07
45,39,-1.689161040000e+04
45,45,3.378322080000e+04
45,51,-1.689161040000e+04
46,38,-4.421250000000e+07
46,40,2.219969250000e+06
46,44,0.000000000000e+00
46,46,6.613186500000e+06
46,50,4.421250000000e+07
46,52,2.219969250000e+06
47,37,4.421250000000e+07
47,41,-7.440379500000e+05
47,43,0.000000000000e+00
47,47,1.254120090000e+07
47,49,-4.421250000000e+07
47,53,-7.440379500000e+05
48,42,-2.200800000000e+09
48,48,4.401600000000e+09
48,54,-2.200800000000e+09
49,43,-7.074000000000e+08
49,47,-4.421250000000e+07
49,49,1.414800000000e+09
49,53,0.000000000000e+00
49,55,-7.074000000000e+08
49,59,4.421250000000e+07
50,44,-7.074000000000e+08
50,46,4.421250000000e+07
50,50,1.414800000000e+09
50,52,0.000000000000e+00
50,56,-7.074000000000e+08
50,58,-4.421250000000e+07
51,45,-1.689161040000e+04
51,51,3.378322080000e+04
51,57,-1.689161040000e+04
52,44,-4.421250000000e+07
52,46,2.219969250000e+06
52,50,0.000000000000e+00
52,52,6.613186500000e+06
52,56,4.421250000000e+07
52,58,2.219969250000e+06
53,43,4.421250000000e+07
53,47,-7.440379500000e+05
53,49,0.000000000000e+00
53,53,1.254120090000e+07
53,55,-4.421250000000e+07
53,59,-7.440379500000e+05
54,48,-2.200800000000e+09
54,54,4.401600000000e+09
54,60,-2.200800000000e+09
55,49,-7.074000000000e+08
55,53,-4.421250000000e+07
55,55,1.414800000000e+09
55,59,0.000000000000e+00
55,61,-7.074000000000e+08
55,65,4.421250000000e+07
56,50,-7.074000000000e+08
56,52,4.421250000000e+07
56,56,1.414800000000e+09
56,58,0.000000000000e+00
56,62,-7.074000000000e+08
56,64,-4.421250000000e+07
57,51,-1.689161040000e+04
57,57,3.378322080000e+04
57,63,-1.689161040000e+04
58,50,-4.421250000000e+07
58,52,2.219969250000e+06
58,56,0.000000000000e+00
58,58,6.613186500000e+06
58,62,4.421250000000e+07
58,64,2.219969250000e+06
59,49,4.421250000000e+07
59,53,-7.440379500000e+05
59,55,0.000000000000e+00
59,59,1.254120090000e+07
59,61,-4.421250000000e+07
59,65,-7.440379500000e+05
60,54,-2.200800000000e+09
60,60,4.401600000000e+09
60,66,-2.200800000000e+09
61,55,-7.074000000000e+08
61,59,-4.421250000000e+07
61,61,1.414800000000e+09
61,65,0.000000000000e+00
61,67,-7.074000000000e+08
61,71,4.421250000000e+07
62,56,-7.074000000000e+08
62,58,4.421250000000e+07
62,62,1.414800000000e+09
62,64,0.000000000000e+00
62,68,-7.074000000000e+08
62,70,-4.421250000000e+07
63,57,-1.689161040000e+04
63,63,3.378322080000e+04
63,69,-1.689161040000e+04
64,56,-4.421250000000e+07
64,58,2.219969250000e+06
64,62,0.000000000000e+00
64,64,6.613186500000e+06
64,68,4.421250000000e+07
64,70,2.219969250000e+06
65,55,4.421250000000e+07
65,59,-7.440379500000e+05
65,61,0.000000000000e+00
65,65,1.254120090000e+07
65,67,-4.421250000000e+07
65,71,-7.440379500000e+05
66,60,-2.200800000000e+09
66,66,4.401600000000e+09
66,72,-2.200800000000e+09
67,61,-7.074000000000e+08
67,65,-4.421250000000e+07
67,67,1.414800000000e+09
67,71,0.000000000000e+00
67,73,-7.074000000000e+08
67,77,4.421250000000e+07
68,62,-7.074000000000e+08
68,64,4.421250000000e+07
68,68,1.414800000000e+09
68,70,0.000000000000e+00
68,74,-7.074000000000e+08
68,76,-4.421250000000e+07
69,63,-1.689161040000e+04
69,69,3.378322080000e+04
69,75,-1.689161040000e+04
70,62,-4.421250000000e+07
70,64,2.219969250000e+06
70,68,0.000000000000e+00
70,70,6.613186500000e+06
70,74,4.421250000000e+07
70,76,2.219969250000e+06
71,61,4.421250000000e+07
71,65,-7.440379500000e+05
71,67,0.000000000000e+00
71,71,1.254120090000e+07
71,73,-4.421250000000e+07
71,77,-7.440379500000e+05
72,66,-2.200800000000e+09
72,72,4.401600000000e+09
72,78,-2.200800000000e+09
73,67,-7.074000000000e+08
73,71,-4.421250000000e+07
73,73,1.414800000000e+09
73,77,0.000000000000e+00
73,79,-7.074000000000e+08
73,83,4.421250000000e+07
74,68,-7.074000000000e+08
74,70,4.421250000000e+07
74,74,1.414800000000e+09
74,76,0.000000000000e+00
74,80,-7.074000000000e+08
74,82,-4.421250000000e+07
75,69,-1.689161040000e+04
75,75,3.378322080000e+04
75,81,-1.689161040000e+04
76,68,-4.421250000000e+07
76,70,2.219969250000e+06
76,74,0.000000000000e+00
76,76,6.613186500000e+06
76,80,4.421250000000e+07
76,82,2.219969250000e+06
77,67,4.421250000000e+07
77,71,-7.440379500000e+05
77,73,0.000000000000e+00
77,77,1.254120090000e+07
77,79,-4.421250000000e+07
77,83,-7.440379500000e+05
78,72,-2.200800000000e+09
78,78,4.401600000000e+09
78,84,-2.200800000000e+09
79,73,-7.074000000000e+08
79,77,-4.421250000000e+07
79,79,1.414800000000e+09
79,83,0.000000000000e+00
79,85,-7.074000000000e+08
79,89,4.421250000000e+07
80,74,-7.074000000000e+08
80,76,4.421250000000e+07
80,80,1.414800000000e+09
80,82,0.000000000000e+00
80,86,-7.074000000000e+08
80,88,-4.421250000000e+07
81,75,-1.689161040000e+04
81,81,3.378322080000e+04
81,87,-1.689161040000e+04
82,74,-4.421250000000e+07
82,76,2.219969250000e+06
82,80,0.000000000000e+00
82,82,6.613186500000e+06
82,86,4.421250000000e+07
82,88,2.219969250000e+06
83,73,4.421250000000e+07
83,77,-7.440379500000e+05
83,79,0.000000000000e+00
83,83,1.254120090000e+07
83,85,-4.421250000000e+07
83,89,-7.440379500000e+05
84,78,-2.200800000000e+09
84,84,4.401600000000e+09
84,90,-2.200800000000e+09
85,79,-7.074000000000e+08
85,83,-4.421250000000e+07
85,85,1.414800000000e+09
85,89,0.000000000000e+00
85,91,-7.074000000000e+08
85,95,4.421250000000e+07
86,80,-7.074000000000e+08
86,82,4.421250000000e+07
86,86,1.414800000000e+09
86,88,0.000000000000e+00
86,92,-7.074000000000e+08
86,94,-4.421250000000e+07
87,81,-1.689161040000e+04
87,87,3.378322080000e+04
87,93,-1.689161040000e+04
88,80,-4.421250000000e+07
88,82,2.219969250000e+06
88,86,0.000000000000e+00
88,88,6.613186500000e+06
88,92,4.421250000000e+07
88,94,2.219969250000e+06
89,79,4.421250000000e+07
89,83,-7.440379500000e+05
89,85,0.000000000000e+00
89,89,1.254120090000e+07
89,91,-4.421250000000e+07
89,95,-7.440379500000e+05
90,84,-2.200800000000e+09
90,90,2.200800000000e+09
91,85,-7.074000000000e+08
91,89,-4.421250000000e+07
91,91,7.074000000000e+08
91,95,-4.421250000000e+07
92,86,-7.074000000000e+08
92,88,4.421250000000e+07
92,92,7.074000000000e+08
92,94,4.421250000000e+07
93,87,-1.689161040000e+04
93,93,1.689161040000e+04
94,86,-4.421250000000e+07
94,88,2.219969250000e+06
94,92,4.421250000000e+07
94,94,3.306593250000e+06
95,85,4.421250000000e+07
95,89,-7.440379500000e+05
95,91,-4.421250000000e+07
95,95,6.270600450000e+06
