Row (Condensed DOF),Column (Condensed DOF),K Value
33,27,-8.445805200000e+03
33,33,1.689161040000e+04
33,39,-8.445805200000e+03
34,26,-4.421250000000e+07
34,28,5.254906500000e+06
34,32,0.000000000000e+00
34,34,1.159643700000e+07
34,38,4.421250000000e+07
34,40,5.254906500000e+06
35,25,4.421250000000e+07
35,29,3.772902900000e+06
35,31,0.000000000000e+00
35,35,1.456044420000e+07
35,37,-4.421250000000e+07
35,41,3.772902900000e+06
36,30,-1.100400000000e+09
36,36,2.200800000000e+09
36,42,-1.100400000000e+09
37,31,-3.537000000000e+08
37,35,-4.421250000000e+07
37,37,7.074000000000e+08
37,41,0.000000000000e+00
37,43,-3.537000000000e+08
37,47,4.421250000000e+07
38,32,-3.537000000000e+08
38,34,4.421250000000e+07
38,38,7.074000000000e+08
38,40,0.000000000000e+00
38,44,-3.537000000000e+08
38,46,-4.421250000000e+07
39,33,-8.445805200000e+03
39,39,1.689161040000e+04
39,45,-8.445805200000e+03
40,32,-4.421250000000e+07
40,34,5.254906500000e+06
40,38,0.000000000000e+00
40,40,1.159643700000e+07
40,44,4.421250000000e+07
40,46,5.254906500000e+06
41,31,4.421250000000e+07
41,35,3.772902900000e+06
41,37,0.000000000000e+00
41,41,1.456044420000e+07
41,43,-4.421250000000e+07
41,47,3.772902900000e+06
42,36,-1.100400000000e+09
42,42,1.100400000000e+09
43,37,-3.537000000000e+08
43,41,-4.421250000000e+07
43,43,3.537000000000e+08
43,47,-4.421250000000e+07
44,38,-3.537000000000e+08
44,40,4.421250000000e+07
44,44,3.537000000000e+08
44,46,4.421250000000e+07
45,39,-8.445805200000e+03
45,45,8.445805200000e+03
46,38,-4.421250000000e+07
46,40,5.254906500000e+06
46,44,4.421250000000e+07
46,46,5.798218500000e+06
47,37,4.421250000000e+07
47,41,3.772902900000e+06
47,43,-4.421250000000e+07
47,47,7.280222100000e+06
