2026-02-26 16:19:36,609 [DEBUG] 📁 Log file created at: c:\Users\s1834431\Programs\fem_model\post_processing\results\job_0011_n128_2026-02-26_16-19-30-575092_pid18316_2d41477b\logs\ModifyGlobalSystem.log (Module: modification, Line: 134)
2026-02-26 16:19:36,609 [INFO] 🔧 Applying stabilized boundary conditions... (Module: modification, Line: 152)
2026-02-26 16:19:36,611 [DEBUG] Computed penalty value: 1.00e+36 (Module: modification, Line: 210)
2026-02-26 16:19:36,613 [DEBUG] 
 466  472 -4.001086e+06
 435  441 -1.351329e+05
 746  754 -4.421250e+07
  76   76  9.383812e+06
 595  599  0.000000e+00
 584  592 -4.421250e+07
 443  443  5.680793e+07
 706  712 -4.001086e+06
 453  447 -1.351329e+05
  69   63 -1.351329e+05
  30   30  3.521280e+10
 305  311 -2.771314e+07
 149  145  0.000000e+00
 278  280  0.000000e+00
 112  116  4.421250e+07
  49   59  4.421250e+07
 567  573 -1.351329e+05
 301  311  4.421250e+07
 611  617 -2.771314e+07
  57   63 -1.351329e+05
 677  671 -2.771314e+07
 139  139  1.131840e+10
 737  733  0.000000e+00
 203  203  5.680793e+07
 613  617  0.000000e+00
 500  496  4.421250e+07
 114  120 -1.760640e+10
 463  473  4.421250e+07
 387  387  2.702658e+05
 259  263  0.000000e+00
 356  352  4.421250e+07
 215  215  5.680793e+07
 160  164  4.421250e+07
 703  701 -4.421250e+07
 145  143 -4.421250e+07
 578  578  1.131840e+10
 152  152  1.131840e+10
 433  439 -5.659200e+09
  41   31  4.421250e+07
 517  511 -5.659200e+09
  97  101  0.000000e+00
 383  389 -2.771314e+07
 486  480 -1.760640e+10
   1    1  1.000000e+36
 667  671  0.000000e+00
 241  239 -4.421250e+07
 373  377  0.000000e+00
 206  208  0.000000e+00
 585  585  2.702658e+05
 241  251  4.421250e+07
 237  231 -1.351329e+05
 757  761  0.000000e+00
 419  419  5.680793e+07
 134  128 -5.659200e+09
 119  115  0.000000e+00
 349  347 -4.421250e+07
 613  619 -5.659200e+09
  45   45  2.702658e+05
 154  148 -4.001086e+06
 200  194 -5.659200e+09
 220  226 -4.001086e+06
 574  578  4.421250e+07
 185  175  4.421250e+07
 726  720 -1.760640e+10
 180  180  3.521280e+10
 635  641 -2.771314e+07
 532  532  9.383812e+06
 225  231 -1.351329e+05
 584  590 -5.659200e+09
 254  250  4.421250e+07
 299  305 -2.771314e+07
 348  354 -1.760640e+10
  65   71 -2.771314e+07
 107  103  0.000000e+00
 617  607  4.421250e+07
 514  520 -4.001086e+06
 415  409 -5.659200e+09
 493  487 -5.659200e+09
 316  308 -4.421250e+07
 143  139  0.000000e+00
 738  732 -1.760640e+10
 413  403  4.421250e+07
 550  544 -4.001086e+06
 692  692  1.131840e+10
 352  344 -4.421250e+07
 105   99 -1.351329e+05
 373  373  1.131840e+10
 734  734  1.131840e+10
 358  350 -4.421250e+07
 676  668 -4.421250e+07
 263  259  0.000000e+00
 221  211  4.421250e+07
 174  168 -1.760640e+10
 103  101 -4.421250e+07
 759  753 -1.351329e+05
 522  522  3.521280e+10
  52   44 -4.421250e+07
 377  383 -2.771314e+07
  44   38 -5.659200e+09
 709  703 -5.659200e+09
  89   79  4.421250e+07
 622  626  4.421250e+07
 236  244 -4.421250e+07
 265  263 -4.421250e+07
 118  122  4.421250e+07
 453  453  2.702658e+05
 346  350  4.421250e+07
 495  501 -1.351329e+05
 384  390 -1.760640e+10
 566  574 -4.421250e+07
 366  372 -1.760640e+10
 281  271  4.421250e+07
 291  291  2.702658e+05
 230  226  4.421250e+07
 181  181  1.131840e+10
 321  315 -1.351329e+05
 730  736 -4.001086e+06
 745  739 -5.659200e+09
 448  442 -4.001086e+06
 533  523  4.421250e+07
 316  322 -4.001086e+06
 537  537  2.702658e+05
 736  740  4.421250e+07
  36   42 -1.760640e+10
  34   26 -4.421250e+07
 275  275  5.680793e+07
 183  183  2.702658e+05
 110  118 -4.421250e+07
 254  254  1.131840e+10
 106  104  0.000000e+00
 113  115 -4.421250e+07
 103  103  1.131840e+10
 274  278  4.421250e+07
 273  273  2.702658e+05
 305  299 -2.771314e+07
 332  326 -5.659200e+09
 695  695  5.680793e+07
 578  584 -5.659200e+09
 103  107  0.000000e+00
 682  674 -4.421250e+07
 527  533 -2.771314e+07
 531  537 -1.351329e+05
 742  736 -4.001086e+06
 349  353  0.000000e+00
 109  119  4.421250e+07
 614  614  1.131840e+10
 157  157  1.131840e+10
 575  569 -2.771314e+07
 478  478  9.383812e+06
 639  633 -1.351329e+05
 700  706 -4.001086e+06
 352  350  0.000000e+00
 519  525 -1.351329e+05
 131  125 -2.771314e+07
 448  454 -4.001086e+06
 260  260  1.131840e+10
  46   44  0.000000e+00
 672  678 -1.760640e+10
 520  512 -4.421250e+07
 251  241  4.421250e+07
  44   50 -5.659200e+09
  30   36 -1.760640e+10
 509  505  0.000000e+00
 390  390  3.521280e+10
 180  186 -1.760640e+10
 432  426 -1.760640e+10
 352  356  4.421250e+07
 518  524 -5.659200e+09
  52   52  9.383812e+06
 369  375 -1.351329e+05
 323  323  5.680793e+07
 605  607 -4.421250e+07
 537  531 -1.351329e+05
 422  428 -5.659200e+09
 156  162 -1.760640e+10
 697  701  0.000000e+00
 730  722 -4.421250e+07
 302  296 -5.659200e+09
 738  744 -1.760640e+10
 728  724  4.421250e+07
 542  542  1.131840e+10
 551  541  4.421250e+07
 589  593  0.000000e+00
 347  337  4.421250e+07
 737  743 -2.771314e+07
 559  557 -4.421250e+07
 100  100  9.383812e+06
 433  433  1.131840e+10
 485  491 -2.771314e+07
 136  140  4.421250e+07
 610  604 -4.001086e+06
 533  539 -2.771314e+07
  52   50  0.000000e+00
 277  277  1.131840e+10
 446  442  4.421250e+07
 601  599 -4.421250e+07
 473  467 -2.771314e+07
 557  553  0.000000e+00
 530  524 -5.659200e+09
 589  587 -4.421250e+07
 280  280  9.383812e+06
  43   47  0.000000e+00
 706  700 -4.001086e+06
 767  761 -2.771314e+07
 686  688  0.000000e+00
 337  331 -5.659200e+09
 374  380 -5.659200e+09
 415  425  4.421250e+07
 498  492 -1.760640e+10
  52   58 -4.001086e+06
 737  739 -4.421250e+07
  11    7  0.000000e+00
 222  222  3.521280e+10
 185  179 -2.771314e+07
  67   71  0.000000e+00
  62   58  4.421250e+07
 166  164  0.000000e+00
 701  697  0.000000e+00
 713  719 -2.771314e+07
 402  402  3.521280e+10
 580  574 -4.001086e+06
  67   77  4.421250e+07
 512  518 -5.659200e+09
 203  197 -2.771314e+07
 528  522 -1.760640e+10
 685  679 -5.659200e+09
 620  628 -4.421250e+07
 488  494 -5.659200e+09
 113  113  5.680793e+07
 202  202  9.383812e+06
 377  367  4.421250e+07
 369  363 -1.351329e+05
 263  253  4.421250e+07
 361  365  0.000000e+00
 354  348 -1.760640e+10
 674  682 -4.421250e+07
 548  550  0.000000e+00
 553  547 -5.659200e+09
 529  533  0.000000e+00
 771  771  1.351329e+05
 742  740  0.000000e+00
 637  643 -5.659200e+09
 190  182 -4.421250e+07
 298  298  9.383812e+06
  72   66 -1.760640e+10
 106  112 -4.001086e+06
 695  689 -2.771314e+07
 755  755  5.680793e+07
 398  404 -5.659200e+09
 739  733 -5.659200e+09
  31   41  4.421250e+07
 175  175  1.131840e+10
 481  487 -5.659200e+09
  76   74  0.000000e+00
  47   43  0.000000e+00
 416  418  0.000000e+00
 116  110 -5.659200e+09
 398  398  1.131840e+10
 729  729  2.702658e+05
 488  496 -4.421250e+07
 126  120 -1.760640e+10
 148  146  0.000000e+00
 395  401 -2.771314e+07
 364  356 -4.421250e+07
 676  682 -4.001086e+06
 769  767 -4.421250e+07
 494  500 -5.659200e+09
 602  598  4.421250e+07
 399  393 -1.351329e+05
 104  110 -5.659200e+09
 427  425 -4.421250e+07
 523  533  4.421250e+07
 695  701 -2.771314e+07
 455  449 -2.771314e+07
 220  214 -4.001086e+06
 165  171 -1.351329e+05
  25   29  0.000000e+00
 402  396 -1.760640e+10
 642  648 -1.760640e+10
 229  223 -5.659200e+09
 121  125  0.000000e+00
 449  439  4.421250e+07
 349  359  4.421250e+07
  13   11 -4.421250e+07
 121  115 -5.659200e+09
 754  746 -4.421250e+07
 630  636 -1.760640e+10
 648  642 -1.760640e+10
 755  757 -4.421250e+07
 613  613  1.131840e+10
  23   29 -2.771314e+07
 429  429  2.702658e+05
 710  718 -4.421250e+07
 409  415 -5.659200e+09
 280  278  0.000000e+00
 149  149  5.680793e+07
 194  202 -4.421250e+07
 196  188 -4.421250e+07
 186  192 -1.760640e+10
  77   73  0.000000e+00
 290  298 -4.421250e+07
 115  121 -5.659200e+09
 449  455 -2.771314e+07
  68   70  0.000000e+00
 120  120  3.521280e+10
  16   22 -4.001086e+06
 272  268  4.421250e+07
 596  598  0.000000e+00
 602  610 -4.421250e+07
 717  717  2.702658e+05
 763  757 -5.659200e+09
 122  116 -5.659200e+09
 677  683 -2.771314e+07
 457  461  0.000000e+00
 263  257 -2.771314e+07
 416  416  1.131840e+10
 112  110  0.000000e+00
 615  621 -1.351329e+05
 378  372 -1.760640e+10
 709  719  4.421250e+07
 598  590 -4.421250e+07
 194  200 -5.659200e+09
 163  157 -5.659200e+09
 123  117 -1.351329e+05
 526  518 -4.421250e+07
  94   92  0.000000e+00
 137  139 -4.421250e+07
  66   60 -1.760640e+10
 307  301 -5.659200e+09
 706  706  9.383812e+06
 488  488  1.131840e+10
 151  149 -4.421250e+07
 731  731  5.680793e+07
 230  238 -4.421250e+07
 576  582 -1.760640e+10
 582  576 -1.760640e+10
 658  656  0.000000e+00
 557  563 -2.771314e+07
 140  136  4.421250e+07
 231  231  2.702658e+05
 511  517 -5.659200e+09
 493  491 -4.421250e+07
  95   95  5.680793e+07
 478  482  4.421250e+07
 579  573 -1.351329e+05
 104   98 -5.659200e+09
 124  124  9.383812e+06
 127  121 -5.659200e+09
 208  202 -4.001086e+06
 325  331 -5.659200e+09
 625  631 -5.659200e+09
 381  381  2.702658e+05
 661  667 -5.659200e+09
 722  716 -5.659200e+09
 424  424  9.383812e+06
 244  236 -4.421250e+07
 544  550 -4.001086e+06
 508  502 -4.001086e+06
 551  553 -4.421250e+07
  68   64  4.421250e+07
   7   13 -5.659200e+09
   8   14 -5.659200e+09
  87   87  2.702658e+05
 670  674  4.421250e+07
   4    4  1.000000e+36
 397  395 -4.421250e+07
 766  770  4.421250e+07
 685  695  4.421250e+07
 115  115  1.131840e+10
 524  526  0.000000e+00
 628  626  0.000000e+00
 101  101  5.680793e+07
 188  196 -4.421250e+07
 659  659  5.680793e+07
 386  388  0.000000e+00
 368  370  0.000000e+00
 536  530 -5.659200e+09
 728  734 -5.659200e+09
 207  207  2.702658e+05
 394  400 -4.001086e+06
 553  551 -4.421250e+07
 150  144 -1.760640e+10
 655  665  4.421250e+07
 737  727  4.421250e+07
  65   55  4.421250e+07
 227  221 -2.771314e+07
 497  503 -2.771314e+07
 428  430  0.000000e+00
 307  317  4.421250e+07
 380  374 -5.659200e+09
 505  515  4.421250e+07
 747  741 -1.351329e+05
 701  695 -2.771314e+07
  20   16  4.421250e+07
  44   46  0.000000e+00
  50   56 -5.659200e+09
  83   73  4.421250e+07
  50   52  0.000000e+00
 289  299  4.421250e+07
 161  167 -2.771314e+07
  57   57  2.702658e+05
 194  190  4.421250e+07
 209  215 -2.771314e+07
 101   97  0.000000e+00
   8   16 -4.421250e+07
 574  572  0.000000e+00
 299  301 -4.421250e+07
 428  424  4.421250e+07
 456  462 -1.760640e+10
 296  302 -5.659200e+09
 757  751 -5.659200e+09
 198  204 -1.760640e+10
 418  410 -4.421250e+07
  53   55 -4.421250e+07
 221  221  5.680793e+07
  14   10  4.421250e+07
 631  631  1.131840e+10
 281  281  5.680793e+07
 432  438 -1.760640e+10
 482  482  1.131840e+10
 199  203  0.000000e+00
 317  323 -2.771314e+07
 265  269  0.000000e+00
 425  431 -2.771314e+07
 765  771 -1.351329e+05
 521  527 -2.771314e+07
 469  475 -5.659200e+09
  42   42  3.521280e+10
 641  641  5.680793e+07
  19   29  4.421250e+07
 552  558 -1.760640e+10
 397  403 -5.659200e+09
 608  614 -5.659200e+09
 658  650 -4.421250e+07
  86   92 -5.659200e+09
 503  497 -2.771314e+07
 753  747 -1.351329e+05
 266  274 -4.421250e+07
 751  751  1.131840e+10
 133  143  4.421250e+07
 508  500 -4.421250e+07
 139  145 -5.659200e+09
 405  399 -1.351329e+05
 543  543  2.702658e+05
 595  601 -5.659200e+09
 541  545  0.000000e+00
 208  214 -4.001086e+06
 344  340  4.421250e+07
 589  595 -5.659200e+09
 617  623 -2.771314e+07
 144  150 -1.760640e+10
  45   39 -1.351329e+05
 302  298  4.421250e+07
 263  265 -4.421250e+07
 223  233  4.421250e+07
 361  367 -5.659200e+09
 509  515 -2.771314e+07
  83   83  5.680793e+07
 772  772  4.691906e+06
 119  125 -2.771314e+07
 271  265 -5.659200e+09
 662  662  1.131840e+10
 239  233 -2.771314e+07
 707  713 -2.771314e+07
 226  220 -4.001086e+06
 714  720 -1.760640e+10
 720  714 -1.760640e+10
 471  477 -1.351329e+05
  59   59  5.680793e+07
 436  440  4.421250e+07
 510  516 -1.760640e+10
  21   15 -1.351329e+05
 693  699 -1.351329e+05
 421  431  4.421250e+07
 422  416 -5.659200e+09
  40   46 -4.001086e+06
 328  326  0.000000e+00
 462  462  3.521280e+10
 182  188 -5.659200e+09
 545  541  0.000000e+00
 483  483  2.702658e+05
 445  439 -5.659200e+09
 345  351 -1.351329e+05
 715  709 -5.659200e+09
  38   44 -5.659200e+09
 744  750 -1.760640e+10
 581  575 -2.771314e+07
 503  509 -2.771314e+07
 117  123 -1.351329e+05
 496  490 -4.001086e+06
 183  189 -1.351329e+05
 555  561 -1.351329e+05
 276  276  3.521280e+10
 745  749  0.000000e+00
 305  307 -4.421250e+07
  70   68  0.000000e+00
 463  463  1.131840e+10
 211  211  1.131840e+10
 688  692  4.421250e+07
 531  531  2.702658e+05
 135  141 -1.351329e+05
  67   61 -5.659200e+09
 420  420  3.521280e+10
 341  341  5.680793e+07
  38   34  4.421250e+07
  46   40 -4.001086e+06
 130  128  0.000000e+00
 202  208 -4.001086e+06
 431  437 -2.771314e+07
   5    5  1.000000e+36
 355  359  0.000000e+00
 647  653 -2.771314e+07
 613  607 -5.659200e+09
 545  547 -4.421250e+07
 611  601  4.421250e+07
 587  593 -2.771314e+07
 222  228 -1.760640e+10
 263  263  5.680793e+07
  80   86 -5.659200e+09
  28   20 -4.421250e+07
 170  170  1.131840e+10
 340  338  0.000000e+00
 560  554 -5.659200e+09
 194  196  0.000000e+00
 218  224 -5.659200e+09
 480  480  3.521280e+10
 458  460  0.000000e+00
 614  608 -5.659200e+09
 621  627 -1.351329e+05
 515  515  5.680793e+07
 548  554 -5.659200e+09
 617  617  5.680793e+07
 713  703  4.421250e+07
 445  443 -4.421250e+07
 490  488  0.000000e+00
 319  317 -4.421250e+07
 217  217  1.131840e+10
 238  238  9.383812e+06
 479  485 -2.771314e+07
 206  212 -5.659200e+09
 546  540 -1.760640e+10
  79   79  1.131840e+10
 279  279  2.702658e+05
 263  269 -2.771314e+07
 251  251  5.680793e+07
 763  767  0.000000e+00
 533  529  0.000000e+00
 216  216  3.521280e+10
 110  116 -5.659200e+09
 299  289  4.421250e+07
 282  282  3.521280e+10
  77   71 -2.771314e+07
 658  662  4.421250e+07
 554  562 -4.421250e+07
 560  562  0.000000e+00
 768  762 -1.760640e+10
 641  631  4.421250e+07
 565  569  0.000000e+00
  18   18  3.521280e+10
 371  377 -2.771314e+07
 743  745 -4.421250e+07
 144  138 -1.760640e+10
 142  142  9.383812e+06
 638  638  1.131840e+10
 409  413  0.000000e+00
 309  303 -1.351329e+05
 624  624  3.521280e+10
 668  668  1.131840e+10
 554  554  1.131840e+10
 759  759  2.702658e+05
  49   49  1.131840e+10
 718  710 -4.421250e+07
 346  346  9.383812e+06
 455  451  0.000000e+00
 434  442 -4.421250e+07
 686  694 -4.421250e+07
 773  773  2.840396e+07
 632  628  4.421250e+07
  71   67  0.000000e+00
 311  317 -2.771314e+07
 620  614 -5.659200e+09
 460  454 -4.001086e+06
 286  286  9.383812e+06
 546  552 -1.760640e+10
  88   82 -4.001086e+06
 608  608  1.131840e+10
 734  740 -5.659200e+09
 431  431  5.680793e+07
 291  297 -1.351329e+05
 540  546 -1.760640e+10
 487  487  1.131840e+10
 197  197  5.680793e+07
 390  384 -1.760640e+10
 277  271 -5.659200e+09
  74   76  0.000000e+00
 103  109 -5.659200e+09
 284  292 -4.421250e+07
 187  181 -5.659200e+09
 151  145 -5.659200e+09
 719  715  0.000000e+00
  34   38  4.421250e+07
  17    7  4.421250e+07
  68   62 -5.659200e+09
 538  538  9.383812e+06
 519  513 -1.351329e+05
 655  661 -5.659200e+09
 481  479 -4.421250e+07
 566  562  4.421250e+07
 610  616 -4.001086e+06
 491  481  4.421250e+07
 539  541 -4.421250e+07
  82   80  0.000000e+00
 544  542  0.000000e+00
  99   93 -1.351329e+05
 324  318 -1.760640e+10
 680  686 -5.659200e+09
 467  463  0.000000e+00
 319  313 -5.659200e+09
 527  523  0.000000e+00
 476  484 -4.421250e+07
 116  118  0.000000e+00
 269  263 -2.771314e+07
  56   50 -5.659200e+09
 132  138 -1.760640e+10
 649  659  4.421250e+07
  73   71 -4.421250e+07
 345  339 -1.351329e+05
 586  584  0.000000e+00
 201  195 -1.351329e+05
   9   15 -1.351329e+05
 731  721  4.421250e+07
 764  758 -5.659200e+09
 403  397 -5.659200e+09
 486  492 -1.760640e+10
 450  444 -1.760640e+10
 743  739  0.000000e+00
 562  562  9.383812e+06
 230  236 -5.659200e+09
 149  139  4.421250e+07
 251  257 -2.771314e+07
 398  400  0.000000e+00
 641  635 -2.771314e+07
 262  260  0.000000e+00
 568  572  4.421250e+07
 376  370 -4.001086e+06
 105  111 -1.351329e+05
 649  643 -5.659200e+09
 350  344 -5.659200e+09
 701  701  5.680793e+07
 329  319  4.421250e+07
 581  577  0.000000e+00
  64   70 -4.001086e+06
 143  143  5.680793e+07
 226  230  4.421250e+07
 639  639  2.702658e+05
 750  750  3.521280e+10
 614  622 -4.421250e+07
 521  511  4.421250e+07
 121  119 -4.421250e+07
 145  149  0.000000e+00
 716  718  0.000000e+00
  41   47 -2.771314e+07
 634  632  0.000000e+00
 647  647  5.680793e+07
 479  469  4.421250e+07
 555  549 -1.351329e+05
 703  703  1.131840e+10
 550  548  0.000000e+00
 562  568 -4.001086e+06
 557  551 -2.771314e+07
 346  340 -4.001086e+06
 407  409 -4.421250e+07
 122  118  4.421250e+07
 687  687  2.702658e+05
 142  146  4.421250e+07
 186  180 -1.760640e+10
 688  694 -4.001086e+06
 718  712 -4.001086e+06
 175  173 -4.421250e+07
 370  376 -4.001086e+06
  11   11  5.680793e+07
 142  134 -4.421250e+07
 270  276 -1.760640e+10
 327  333 -1.351329e+05
 232  232  9.383812e+06
 292  290  0.000000e+00
 253  257  0.000000e+00
 422  424  0.000000e+00
 264  264  3.521280e+10
 481  491  4.421250e+07
 568  568  9.383812e+06
  92   92  1.131840e+10
 160  152 -4.421250e+07
 230  232  0.000000e+00
 305  295  4.421250e+07
 578  572 -5.659200e+09
 476  470 -5.659200e+09
 716  712  4.421250e+07
 690  690  3.521280e+10
  50   50  1.131840e+10
 140  148 -4.421250e+07
 376  374  0.000000e+00
 715  719  0.000000e+00
 446  448  0.000000e+00
 683  673  4.421250e+07
 668  670  0.000000e+00
 631  641  4.421250e+07
 541  547 -5.659200e+09
 152  154  0.000000e+00
 197  203 -2.771314e+07
 394  386 -4.421250e+07
 770  770  5.659200e+09
 406  398 -4.421250e+07
 360  366 -1.760640e+10
 622  620  0.000000e+00
 559  563  0.000000e+00
 377  379 -4.421250e+07
 573  573  2.702658e+05
  58   64 -4.001086e+06
 179  173 -2.771314e+07
 135  129 -1.351329e+05
 724  716 -4.421250e+07
 442  436 -4.001086e+06
 289  287 -4.421250e+07
 321  327 -1.351329e+05
 702  696 -1.760640e+10
 517  523 -5.659200e+09
 258  252 -1.760640e+10
 118  124 -4.001086e+06
 385  395  4.421250e+07
 611  605 -2.771314e+07
 661  665  0.000000e+00
  83   89 -2.771314e+07
 707  701 -2.771314e+07
 568  562 -4.001086e+06
 619  613 -5.659200e+09
 740  746 -5.659200e+09
 754  752  0.000000e+00
 147  141 -1.351329e+05
 650  646  4.421250e+07
 722  724  0.000000e+00
 343  341 -4.421250e+07
 640  632 -4.421250e+07
 727  733 -5.659200e+09
 260  256  4.421250e+07
 488  484  4.421250e+07
 205  199 -5.659200e+09
 743  743  5.680793e+07
 270  270  3.521280e+10
 622  616 -4.001086e+06
 393  387 -1.351329e+05
 353  349  0.000000e+00
  91   95  0.000000e+00
 601  601  1.131840e+10
 648  648  3.521280e+10
 638  632 -5.659200e+09
  55   59  0.000000e+00
 491  491  5.680793e+07
 331  331  1.131840e+10
   2    2  1.000000e+36
 593  589  0.000000e+00
 466  460 -4.001086e+06
  20   28 -4.421250e+07
 264  270 -1.760640e+10
 571  577 -5.659200e+09
 418  418  9.383812e+06
 676  676  9.383812e+06
 439  439  1.131840e+10
 112  112  9.383812e+06
 166  158 -4.421250e+07
 530  530  1.131840e+10
  43   37 -5.659200e+09
 359  359  5.680793e+07
 430  424 -4.001086e+06
 260  268 -4.421250e+07
 740  748 -4.421250e+07
 493  499 -5.659200e+09
 679  683  0.000000e+00
  28   34 -4.001086e+06
 144  144  3.521280e+10
 601  605  0.000000e+00
 551  547  0.000000e+00
 226  218 -4.421250e+07
 593  593  5.680793e+07
  37   47  4.421250e+07
 104  106  0.000000e+00
  70   70  9.383812e+06
 643  641 -4.421250e+07
 583  577 -5.659200e+09
 634  628 -4.001086e+06
 329  335 -2.771314e+07
 267  273 -1.351329e+05
 459  459  2.702658e+05
 676  670 -4.001086e+06
 124  130 -4.001086e+06
 359  349  4.421250e+07
 321  321  2.702658e+05
 646  640 -4.001086e+06
 122  124  0.000000e+00
 717  723 -1.351329e+05
 495  489 -1.351329e+05
 761  763 -4.421250e+07
 299  295  0.000000e+00
 410  416 -5.659200e+09
 373  371 -4.421250e+07
 323  313  4.421250e+07
 261  267 -1.351329e+05
 645  651 -1.351329e+05
 733  731 -4.421250e+07
 758  752 -5.659200e+09
 454  448 -4.001086e+06
 608  610  0.000000e+00
 740  740  1.131840e+10
 347  347  5.680793e+07
 339  345 -1.351329e+05
 304  304  9.383812e+06
 332  328  4.421250e+07
 397  391 -5.659200e+09
 625  623 -4.421250e+07
 113  107 -2.771314e+07
 398  392 -5.659200e+09
 180  174 -1.760640e+10
 426  420 -1.760640e+10
 572  578 -5.659200e+09
 164  166  0.000000e+00
 451  461  4.421250e+07
 229  239  4.421250e+07
 182  190 -4.421250e+07
