2025-11-16 14:53:35,795 [DEBUG] 📁 Log file created at: C:\Users\s1834431\.cursor\worktrees\fem_model\kXxtc\post_processing\results\job_0001_2025-11-16_14-53-30-592228_pid24328_b6e313df\logs\ModifyGlobalSystem.log (Module: modification, Line: 98)
2025-11-16 14:53:35,795 [INFO] 🔧 Applying stabilized boundary conditions... (Module: modification, Line: 116)
2025-11-16 14:53:35,796 [DEBUG] Computed penalty value: 1.00e+36 (Module: modification, Line: 174)
2025-11-16 14:53:35,796 [DEBUG] 
 299  295  1.052196e+13
 150  144 -1.375500e+10
 524  526 -1.629936e+12
 277  277  1.473074e+14
 506  512 -1.140955e+13
 203  197  1.753660e+13
 357  363 -1.055726e+05
 506  514 -4.889808e+12
 230  232 -1.629936e+12
 444  450 -1.375500e+10
 229  239  3.156587e+13
 597  603 -1.055726e+05
 209  209  3.858051e+13
 468  468  2.751000e+10
  83   89  1.753660e+13
 259  259  1.473074e+14
   7   13 -7.365370e+13
 590  586  6.519744e+12
 278  284 -1.140955e+13
 559  553 -7.365370e+13
 492  492  2.751000e+10
 482  488 -1.140955e+13
 314  314  2.281910e+13
 592  596  6.519744e+12
 249  249  2.111451e+05
 229  223 -7.365370e+13
 311  305  1.753660e+13
 469  473  1.052196e+13
 307  301 -7.365370e+13
 320  328 -4.889808e+12
 397  395 -4.208783e+13
 340  338 -1.629936e+12
  57   57  2.111451e+05
 401  397  1.052196e+13
 193  203  3.156587e+13
  56   58 -1.629936e+12
  20   28 -4.889808e+12
 409  407 -4.208783e+13
   8   16 -4.889808e+12
 565  569  1.052196e+13
  43   37 -7.365370e+13
 174  180 -1.375500e+10
 321  315 -1.055726e+05
 547  541 -7.365370e+13
 469  475 -7.365370e+13
 217  211 -7.365370e+13
 195  201 -1.055726e+05
 509  505  1.052196e+13
 202  202  5.976432e+12
 431  431  3.858051e+13
 143  139  1.052196e+13
 416  422 -1.140955e+13
 495  489 -1.055726e+05
 599  605  1.753660e+13
  96   90 -1.375500e+10
 386  394 -4.889808e+12
 497  491  1.753660e+13
 528  522 -1.375500e+10
 319  317 -4.208783e+13
 202  208  2.716560e+12
 424  424  5.976432e+12
 160  164  6.519744e+12
 320  322 -1.629936e+12
 251  247  1.052196e+13
 604  598  2.716560e+12
 560  566 -1.140955e+13
 121  119 -4.208783e+13
 344  344  2.281910e+13
 514  518  6.519744e+12
 153  147 -1.055726e+05
 157  157  1.473074e+14
  31   41  3.156587e+13
  62   58  6.519744e+12
 455  457 -4.208783e+13
 556  556  5.976432e+12
 476  472  6.519744e+12
 523  529 -7.365370e+13
 121  125  1.052196e+13
 320  326 -1.140955e+13
 242  250 -4.889808e+12
 119  115  1.052196e+13
 286  284 -1.629936e+12
 388  386 -1.629936e+12
  69   63 -1.055726e+05
 101   97  1.052196e+13
 526  518 -4.889808e+12
 600  594 -1.375500e+10
 513  513  2.111451e+05
 156  150 -1.375500e+10
  45   45  2.111451e+05
  99  105 -1.055726e+05
 365  367 -4.208783e+13
   7   11  1.052196e+13
 494  500 -1.140955e+13
 335  335  3.858051e+13
 107  107  3.858051e+13
 529  533  1.052196e+13
 216  216  2.751000e+10
 297  303 -1.055726e+05
  20   26 -1.140955e+13
 390  384 -1.375500e+10
 215  215  3.858051e+13
 263  263  3.858051e+13
 103  109 -7.365370e+13
 254  262 -4.889808e+12
 548  550 -1.629936e+12
 503  505 -4.208783e+13
 523  521 -4.208783e+13
 547  547  1.473074e+14
 355  359  1.052196e+13
 496  490  2.716560e+12
  58   64  2.716560e+12
 272  272  2.281910e+13
 247  253 -7.365370e+13
  46   44 -1.629936e+12
 232  232  5.976432e+12
 163  169 -7.365370e+13
 132  138 -1.375500e+10
 538  530 -4.889808e+12
 168  162 -1.375500e+10
 533  533  3.858051e+13
 206  208 -1.629936e+12
 107  101  1.753660e+13
  67   71  1.052196e+13
 454  448  2.716560e+12
  36   42 -1.375500e+10
 204  210 -1.375500e+10
 511  521  3.156587e+13
 599  589  3.156587e+13
  74   76 -1.629936e+12
  52   56  6.519744e+12
  90   96 -1.375500e+10
 404  410 -1.140955e+13
 239  233  1.753660e+13
  65   55  3.156587e+13
 206  200 -1.140955e+13
 139  139  1.473074e+14
 364  356 -4.889808e+12
 350  346  6.519744e+12
  53   59  1.753660e+13
 294  288 -1.375500e+10
 232  238  2.716560e+12
 410  404 -1.140955e+13
 524  530 -1.140955e+13
 439  443  1.052196e+13
 256  254 -1.629936e+12
 116  110 -1.140955e+13
 557  553  1.052196e+13
 562  556  2.716560e+12
 144  144  2.751000e+10
 169  173  1.052196e+13
 218  212 -1.140955e+13
 326  332 -1.140955e+13
 530  526  6.519744e+12
 254  254  2.281910e+13
 260  260  2.281910e+13
 505  499 -7.365370e+13
 369  363 -1.055726e+05
 445  451 -7.365370e+13
 223  223  1.473074e+14
 395  401  1.753660e+13
  56   50 -1.140955e+13
  53   55 -4.208783e+13
 112  112  5.976432e+12
 589  599  3.156587e+13
 189  195 -1.055726e+05
 130  128 -1.629936e+12
 377  373  1.052196e+13
 314  322 -4.889808e+12
 103  107  1.052196e+13
 137  139 -4.208783e+13
 281  271  3.156587e+13
 446  454 -4.889808e+12
 594  588 -1.375500e+10
 392  392  2.281910e+13
 414  420 -1.375500e+10
 562  566  6.519744e+12
 206  206  2.281910e+13
  17   17  3.858051e+13
 541  541  1.473074e+14
 455  451  1.052196e+13
 249  243 -1.055726e+05
 583  583  1.473074e+14
 572  578 -1.140955e+13
 220  224  6.519744e+12
 254  260 -1.140955e+13
 160  158 -1.629936e+12
 263  265 -4.208783e+13
 384  384  2.751000e+10
 500  502 -1.629936e+12
 123  123  2.111451e+05
 349  353  1.052196e+13
 205  199 -7.365370e+13
  73   77  1.052196e+13
 188  182 -1.140955e+13
 476  470 -1.140955e+13
 475  479  1.052196e+13
 485  481  1.052196e+13
  71   61  3.156587e+13
 231  231  2.111451e+05
 217  217  1.473074e+14
 346  340  2.716560e+12
 329  323  1.753660e+13
 182  190 -4.889808e+12
 413  419  1.753660e+13
 197  191  1.753660e+13
 302  298  6.519744e+12
 177  177  2.111451e+05
  26   28 -1.629936e+12
 189  189  2.111451e+05
 309  309  2.111451e+05
 244  236 -4.889808e+12
  14   22 -4.889808e+12
  66   60 -1.375500e+10
 181  191  3.156587e+13
 470  466  6.519744e+12
  47   43  1.052196e+13
 279  279  2.111451e+05
 180  180  2.751000e+10
  91   95  1.052196e+13
  97  107  3.156587e+13
 284  284  2.281910e+13
 497  503  1.753660e+13
 185  175  3.156587e+13
 151  145 -7.365370e+13
 378  378  2.751000e+10
 370  364  2.716560e+12
 291  297 -1.055726e+05
 324  324  2.751000e+10
 155  161  1.753660e+13
 258  252 -1.375500e+10
 321  327 -1.055726e+05
 496  496  5.976432e+12
 552  552  2.751000e+10
 510  510  2.751000e+10
  77   77  3.858051e+13
 246  240 -1.375500e+10
 143  149  1.753660e+13
 223  217 -7.365370e+13
 599  599  3.858051e+13
  86   82  6.519744e+12
  40   46  2.716560e+12
  22   20 -1.629936e+12
 194  190  6.519744e+12
 486  480 -1.375500e+10
 165  171 -1.055726e+05
 155  155  3.858051e+13
  64   70  2.716560e+12
 343  347  1.052196e+13
 193  199 -7.365370e+13
 304  304  5.976432e+12
 370  374  6.519744e+12
 243  249 -1.055726e+05
 260  256  6.519744e+12
 317  317  3.858051e+13
 170  170  2.281910e+13
 562  554 -4.889808e+12
 386  388 -1.629936e+12
 424  428  6.519744e+12
 577  583 -7.365370e+13
 159  159  2.111451e+05
 254  250  6.519744e+12
 239  229  3.156587e+13
 394  392 -1.629936e+12
  16   22  2.716560e+12
 209  211 -4.208783e+13
 194  196 -1.629936e+12
 186  180 -1.375500e+10
 261  255 -1.055726e+05
 200  206 -1.140955e+13
 447  447  2.111451e+05
 299  305  1.753660e+13
  34   34  5.976432e+12
 329  325  1.052196e+13
 130  124  2.716560e+12
 496  500  6.519744e+12
 440  448 -4.889808e+12
 259  269  3.156587e+13
 105   99 -1.055726e+05
 331  331  1.473074e+14
 313  307 -7.365370e+13
  55   59  1.052196e+13
 261  267 -1.055726e+05
  76   82  2.716560e+12
 562  568  2.716560e+12
 228  234 -1.375500e+10
 361  371  3.156587e+13
 357  357  2.111451e+05
 425  425  3.858051e+13
 594  600 -1.375500e+10
 339  339  2.111451e+05
 120  120  2.751000e+10
 583  589 -7.365370e+13
  16    8 -4.889808e+12
 337  337  1.473074e+14
 560  556  6.519744e+12
 428  436 -4.889808e+12
 105  111 -1.055726e+05
 222  222  2.751000e+10
 142  136  2.716560e+12
  29   29  3.858051e+13
 142  134 -4.889808e+12
 104  106 -1.629936e+12
 275  269  1.753660e+13
 426  426  2.751000e+10
 207  207  2.111451e+05
 107  103  1.052196e+13
  86   88 -1.629936e+12
 562  560 -1.629936e+12
 412  416  6.519744e+12
 460  452 -4.889808e+12
   8   14 -1.140955e+13
 156  162 -1.375500e+10
 550  556  2.716560e+12
 332  328  6.519744e+12
 532  526  2.716560e+12
 121  115 -7.365370e+13
  72   66 -1.375500e+10
 479  473  1.753660e+13
 182  184 -1.629936e+12
 301  301  1.473074e+14
 383  377  1.753660e+13
 179  173  1.753660e+13
 437  443  1.753660e+13
 452  460 -4.889808e+12
 454  460  2.716560e+12
 325  329  1.052196e+13
 149  145  1.052196e+13
  98   98  2.281910e+13
 417  417  2.111451e+05
  92   92  2.281910e+13
 602  596 -1.140955e+13
 286  286  5.976432e+12
  76   74 -1.629936e+12
 279  285 -1.055726e+05
  35   29  1.753660e+13
 304  298  2.716560e+12
 122  116 -1.140955e+13
 603  597 -1.055726e+05
 312  318 -1.375500e+10
 430  422 -4.889808e+12
 425  421  1.052196e+13
 108  108  2.751000e+10
 421  425  1.052196e+13
 356  362 -1.140955e+13
 284  292 -4.889808e+12
 259  253 -7.365370e+13
  41   47  1.753660e+13
  31   31  1.473074e+14
 257  263  1.753660e+13
 203  203  3.858051e+13
 135  129 -1.055726e+05
 120  114 -1.375500e+10
 118  122  6.519744e+12
  48   42 -1.375500e+10
 480  486 -1.375500e+10
 229  227 -4.208783e+13
 529  535 -7.365370e+13
 134  136 -1.629936e+12
 575  565  3.156587e+13
 199  205 -7.365370e+13
 594  594  2.751000e+10
 199  199  1.473074e+14
 541  545  1.052196e+13
  34   28  2.716560e+12
  19   29  3.156587e+13
 341  331  3.156587e+13
 579  579  2.111451e+05
 391  397 -7.365370e+13
 359  355  1.052196e+13
 298  290 -4.889808e+12
 136  140  6.519744e+12
 211  217 -7.365370e+13
 280  272 -4.889808e+12
 593  587  1.753660e+13
 480  474 -1.375500e+10
 272  274 -1.629936e+12
  61   61  1.473074e+14
 588  588  2.751000e+10
  80   86 -1.140955e+13
 162  156 -1.375500e+10
 250  250  5.976432e+12
 440  436  6.519744e+12
 576  570 -1.375500e+10
 469  467 -4.208783e+13
 437  431  1.753660e+13
 403  401 -4.208783e+13
  28   34  2.716560e+12
 487  485 -4.208783e+13
 533  523  3.156587e+13
 257  259 -4.208783e+13
 272  268  6.519744e+12
 227  217  3.156587e+13
 176  182 -1.140955e+13
 497  493  1.052196e+13
 185  179  1.753660e+13
  31   25 -7.365370e+13
 394  388  2.716560e+12
 459  465 -1.055726e+05
 571  571  1.473074e+14
 226  232  2.716560e+12
 174  168 -1.375500e+10
 270  276 -1.375500e+10
 391  395  1.052196e+13
 554  548 -1.140955e+13
 499  497 -4.208783e+13
 595  593 -4.208783e+13
 381  381  2.111451e+05
  50   44 -1.140955e+13
 544  538  2.716560e+12
 182  188 -1.140955e+13
  85   89  1.052196e+13
  12   12  2.751000e+10
 152  154 -1.629936e+12
 505  503 -4.208783e+13
 102  108 -1.375500e+10
 485  491  1.753660e+13
 362  356 -1.140955e+13
 196  188 -4.889808e+12
 141  141  2.111451e+05
 413  407  1.753660e+13
 194  188 -1.140955e+13
 311  317  1.753660e+13
 130  136  2.716560e+12
 139  145 -7.365370e+13
 511  509 -4.208783e+13
 180  186 -1.375500e+10
 307  313 -7.365370e+13
 593  589  1.052196e+13
 161  167  1.753660e+13
 368  370 -1.629936e+12
 292  284 -4.889808e+12
 119  119  3.858051e+13
 152  152  2.281910e+13
 165  159 -1.055726e+05
 296  302 -1.140955e+13
  44   46 -1.629936e+12
 208  214  2.716560e+12
 460  460  5.976432e+12
 144  138 -1.375500e+10
 569  569  3.858051e+13
 512  518 -1.140955e+13
 423  423  2.111451e+05
 353  349  1.052196e+13
 421  427 -7.365370e+13
 576  582 -1.375500e+10
 219  213 -1.055726e+05
 577  575 -4.208783e+13
 601  601  7.365370e+13
 126  126  2.751000e+10
  70   62 -4.889808e+12
 227  227  3.858051e+13
  14   14  2.281910e+13
  92   86 -1.140955e+13
 145  149  1.052196e+13
 190  182 -4.889808e+12
 584  590 -1.140955e+13
 147  147  2.111451e+05
 293  287  1.753660e+13
 559  557 -4.208783e+13
  67   61 -7.365370e+13
  95   95  3.858051e+13
 213  213  2.111451e+05
 212  212  2.281910e+13
 126  120 -1.375500e+10
 191  191  3.858051e+13
 170  178 -4.889808e+12
 214  214  5.976432e+12
 140  140  2.281910e+13
 575  571  1.052196e+13
 289  289  1.473074e+14
 116  112  6.519744e+12
 304  310  2.716560e+12
 338  334  6.519744e+12
 450  456 -1.375500e+10
 140  136  6.519744e+12
 485  487 -4.208783e+13
 514  508  2.716560e+12
 218  214  6.519744e+12
 210  210  2.751000e+10
  45   39 -1.055726e+05
 366  372 -1.375500e+10
 263  259  1.052196e+13
 365  359  1.753660e+13
 110  112 -1.629936e+12
 203  199  1.052196e+13
 550  550  5.976432e+12
 215  211  1.052196e+13
  52   58  2.716560e+12
  77   71  1.753660e+13
 577  581  1.052196e+13
 186  192 -1.375500e+10
 418  416 -1.629936e+12
 539  533  1.753660e+13
 119  121 -4.208783e+13
 374  374  2.281910e+13
 325  323 -4.208783e+13
 498  504 -1.375500e+10
 491  487  1.052196e+13
  88   82  2.716560e+12
 212  206 -1.140955e+13
  18   18  2.751000e+10
 336  342 -1.375500e+10
 373  373  1.473074e+14
 538  536 -1.629936e+12
  54   60 -1.375500e+10
 332  334 -1.629936e+12
 580  586  2.716560e+12
 208  202  2.716560e+12
 377  379 -4.208783e+13
  87   87  2.111451e+05
 579  573 -1.055726e+05
 457  461  1.052196e+13
 278  278  2.281910e+13
 538  532  2.716560e+12
 140  148 -4.889808e+12
 278  272 -1.140955e+13
  97  101  1.052196e+13
 406  406  5.976432e+12
 419  425  1.753660e+13
 523  517 -7.365370e+13
 324  330 -1.375500e+10
 309  315 -1.055726e+05
 104  104  2.281910e+13
 416  418 -1.629936e+12
 581  577  1.052196e+13
  94   98  6.519744e+12
 587  581  1.753660e+13
 128  134 -1.140955e+13
 581  575  1.753660e+13
 359  349  3.156587e+13
 447  453 -1.055726e+05
 472  470 -1.629936e+12
 384  378 -1.375500e+10
 256  248 -4.889808e+12
 548  542 -1.140955e+13
  73   71 -4.208783e+13
 446  448 -1.629936e+12
 387  387  2.111451e+05
 224  224  2.281910e+13
  92   88  6.519744e+12
 349  355 -7.365370e+13
 573  579 -1.055726e+05
 176  184 -4.889808e+12
 172  170 -1.629936e+12
 293  283  3.156587e+13
 110  110  2.281910e+13
 235  229 -7.365370e+13
 397  397  1.473074e+14
 262  260 -1.629936e+12
 123  117 -1.055726e+05
  98  104 -1.140955e+13
 570  564 -1.375500e+10
  67   73 -7.365370e+13
  33   33  2.111451e+05
 385  389  1.052196e+13
 172  166  2.716560e+12
 112  110 -1.629936e+12
 589  595 -7.365370e+13
 218  224 -1.140955e+13
  35   37 -4.208783e+13
 200  196  6.519744e+12
 504  504  2.751000e+10
 491  491  3.858051e+13
  47   49 -4.208783e+13
  15    9 -1.055726e+05
 575  577 -4.208783e+13
 197  197  3.858051e+13
 258  258  2.751000e+10
 176  176  2.281910e+13
 588  582 -1.375500e+10
 454  458  6.519744e+12
   4    4  1.000000e+36
 173  167  1.753660e+13
 511  517 -7.365370e+13
 472  472  5.976432e+12
 463  473  3.156587e+13
 572  574 -1.629936e+12
 280  278 -1.629936e+12
 478  482  6.519744e+12
 481  491  3.156587e+13
  85   83 -4.208783e+13
 458  464 -1.140955e+13
 565  563 -4.208783e+13
 400  394  2.716560e+12
  57   51 -1.055726e+05
 264  270 -1.375500e+10
  78   78  2.751000e+10
 297  291 -1.055726e+05
 481  487 -7.365370e+13
 299  301 -4.208783e+13
 549  555 -1.055726e+05
 515  509  1.753660e+13
 112  116  6.519744e+12
  53   49  1.052196e+13
 128  136 -4.889808e+12
 478  484  2.716560e+12
 526  526  5.976432e+12
 223  233  3.156587e+13
 292  292  5.976432e+12
 137  137  3.858051e+13
 163  163  1.473074e+14
 515  517 -4.208783e+13
 360  354 -1.375500e+10
 142  140 -1.629936e+12
 298  298  5.976432e+12
 537  537  2.111451e+05
 223  229 -7.365370e+13
 389  385  1.052196e+13
 158  160 -1.629936e+12
 435  435  2.111451e+05
 359  365  1.753660e+13
 402  402  2.751000e+10
 433  439 -7.365370e+13
 593  593  3.858051e+13
 259  263  1.052196e+13
 323  313  3.156587e+13
 508  506 -1.629936e+12
 199  203  1.052196e+13
 428  434 -1.140955e+13
 419  413  1.753660e+13
 587  583  1.052196e+13
 205  205  1.473074e+14
 134  130  6.519744e+12
 254  256 -1.629936e+12
 163  173  3.156587e+13
 111  111  2.111451e+05
  63   69 -1.055726e+05
 415  415  1.473074e+14
 545  551  1.753660e+13
 542  548 -1.140955e+13
 187  181 -7.365370e+13
 183  183  2.111451e+05
 457  467  3.156587e+13
 276  276  2.751000e+10
 501  501  2.111451e+05
 579  585 -1.055726e+05
 460  464  6.519744e+12
 320  320  2.281910e+13
 418  412  2.716560e+12
 409  415 -7.365370e+13
  35   41  1.753660e+13
 403  409 -7.365370e+13
 492  486 -1.375500e+10
 253  251 -4.208783e+13
 244  238  2.716560e+12
  39   39  2.111451e+05
 412  406  2.716560e+12
 226  218 -4.889808e+12
 302  304 -1.629936e+12
 403  407  1.052196e+13
 238  238  5.976432e+12
 467  473  1.753660e+13
  79   73 -7.365370e+13
 286  292  2.716560e+12
 104  100  6.519744e+12
 530  538 -4.889808e+12
 384  390 -1.375500e+10
 565  559 -7.365370e+13
 379  373 -7.365370e+13
 507  501 -1.055726e+05
  82   88  2.716560e+12
 241  251  3.156587e+13
 452  448  6.519744e+12
 377  377  3.858051e+13
 482  482  2.281910e+13
 158  158  2.281910e+13
  14   20 -1.140955e+13
 214  218  6.519744e+12
 302  302  2.281910e+13
 582  582  2.751000e+10
 407  413  1.753660e+13
 271  277 -7.365370e+13
 220  214  2.716560e+12
 265  263 -4.208783e+13
 259  265 -7.365370e+13
 407  397  3.156587e+13
 262  262  5.976432e+12
  19   13 -7.365370e+13
 453  447 -1.055726e+05
 553  551 -4.208783e+13
 236  236  2.281910e+13
  89   91 -4.208783e+13
 160  152 -4.889808e+12
 529  539  3.156587e+13
 569  559  3.156587e+13
 207  213 -1.055726e+05
 461  467  1.753660e+13
 553  559 -7.365370e+13
 531  531  2.111451e+05
 251  253 -4.208783e+13
 422  428 -1.140955e+13
 497  499 -4.208783e+13
 379  379  1.473074e+14
 513  519 -1.055726e+05
  95   85  3.156587e+13
 192  192  2.751000e+10
 102  102  2.751000e+10
 245  239  1.753660e+13
 545  539  1.753660e+13
 508  514  2.716560e+12
 327  321 -1.055726e+05
 149  155  1.753660e+13
 508  512  6.519744e+12
 198  204 -1.375500e+10
 546  552 -1.375500e+10
 337  331 -7.365370e+13
 533  527  1.753660e+13
 529  529  1.473074e+14
   6    6  2.751000e+10
 217  221  1.052196e+13
 457  455 -4.208783e+13
 175  173 -4.208783e+13
 222  228 -1.375500e+10
 535  535  1.473074e+14
  32   26 -1.140955e+13
 493  499 -7.365370e+13
 314  320 -1.140955e+13
 581  581  3.858051e+13
 148  152  6.519744e+12
 285  291 -1.055726e+05
 246  246  2.751000e+10
  85   85  1.473074e+14
 559  565 -7.365370e+13
  50   58 -4.889808e+12
 350  344 -1.140955e+13
 586  580  2.716560e+12
   9   15 -1.055726e+05
  18   24 -1.375500e+10
 120  126 -1.375500e+10
 418  422  6.519744e+12
 317  323  1.753660e+13
 465  459 -1.055726e+05
 194  194  2.281910e+13
 428  430 -1.629936e+12
  89   83  1.753660e+13
 147  153 -1.055726e+05
 515  515  3.858051e+13
  59   53  1.753660e+13
 375  369 -1.055726e+05
 533  539  1.753660e+13
 372  366 -1.375500e+10
  61   55 -7.365370e+13
 509  511 -4.208783e+13
  37   31 -7.365370e+13
  28   28  5.976432e+12
 355  349 -7.365370e+13
 219  225 -1.055726e+05
 427  437  3.156587e+13
 479  479  3.858051e+13
   1    1  1.000000e+36
  83   85 -4.208783e+13
 113  103  3.156587e+13
 124  128  6.519744e+12
 221  223 -4.208783e+13
 259  257 -4.208783e+13
  97  103 -7.365370e+13
 209  215  1.753660e+13
 303  303  2.111451e+05
 400  404  6.519744e+12
 557  563  1.753660e+13
 146  154 -4.889808e+12
 360  360  2.751000e+10
 149  139  3.156587e+13
 456  450 -1.375500e+10
 178  172  2.716560e+12
 271  281  3.156587e+13
